epoch,acc,loss,val_acc,val_loss
0,0.76883333333333337,0.84002044566472367,0.89633333333333332,0.402872714360555
1,0.90316666666666667,0.3577121377090613,0.91941666666666666,0.29424270467956859
2,0.9213541666666667,0.28446976064642271,0.93074999999999997,0.25173488318423431
3,0.93200000000000005,0.24594214658935865,0.93758333333333332,0.22465661510328452
4,0.93933333333333335,0.2197764825845758,0.94358333333333333,0.20599100813269616
5,0.94506250000000003,0.19949121156831581,0.94858333333333333,0.19292169604698817
6,0.94997916666666671,0.18329634236171841,0.95083333333333331,0.17965328792979321
7,0.95347916666666666,0.16969938824946681,0.95574999999999999,0.16950688493748506
8,0.95731250000000001,0.15779593599836031,0.95858333333333334,0.16083894257495801
9,0.95995833333333336,0.1475153368767351,0.95916666666666661,0.15373060431579749
