epoch,acc,loss,val_acc,val_loss
0,0.91262500000000002,0.30368795369813839,0.94091666666666662,0.2133966888288657
1,0.94404166666666667,0.19981235435605049,0.95025000000000004,0.18388623133550089
2,0.95256249999999998,0.17263888532668353,0.95516666666666672,0.16803356040269135
3,0.95733333333333337,0.15603180118836463,0.95766666666666667,0.15786446424076955
4,0.9612708333333333,0.14398918411259851,0.95966666666666667,0.15080737708508968
5,0.96368750000000003,0.1345416558906436,0.96033333333333337,0.1451866476337115
6,0.96652083333333338,0.12719252120579283,0.96108333333333329,0.14102595472832521
7,0.96812500000000001,0.12084259712882341,0.96225000000000005,0.13645545914520821
8,0.96993750000000001,0.11543335580887894,0.9624166666666667,0.13289047373582918
9,0.97133333333333338,0.11066015371928613,0.96333333333333337,0.12977780297771097
