epoch,acc,loss,val_acc,val_loss
0,0.94058333333333333,0.20493098850858707,0.9664166666666667,0.10994981734951337
1,0.97539583333333335,0.078708611862850372,0.96658333333333335,0.11073156929605951
2,0.98306249999999995,0.053792065625816274,0.97375,0.090357156916055822
3,0.98606249999999995,0.043077800059283619,0.97658333333333336,0.093187314010283448
4,0.98864583333333333,0.03281572508302634,0.97599999999999998,0.08900126646565816
5,0.99112500000000003,0.026938171009927826,0.97558333333333336,0.11028726643169405
6,0.99183333333333334,0.026384125087556942,0.97450000000000003,0.1126032760625288
7,0.99316666666666664,0.020848177690973899,0.97558333333333336,0.11917238188446057
8,0.99268749999999994,0.02170523641545833,0.97375,0.12009602929185348
9,0.99393750000000003,0.018125531253456225,0.97741666666666671,0.11247804594333123
