epoch,acc,loss,val_acc,val_loss
0,0.99477083333333338,0.017450052048174163,0.97724999999999995,0.13429122791130108
1,0.99343749999999997,0.02257644370325854,0.97433333333333338,0.16419147199117601
2,0.99570833333333331,0.015910779966730178,0.97058333333333335,0.19208230316250552
3,0.99445833333333333,0.019520363736488074,0.97758333333333336,0.14783918349698347
4,0.99558333333333338,0.016501186177012614,0.97433333333333338,0.17850052782107539
5,0.99556250000000002,0.017674829156737928,0.97491666666666665,0.17352215916023572
6,0.9951875,0.017637598456760089,0.97783333333333333,0.16636110477638003
7,0.99570833333333331,0.015049129853278857,0.9730833333333333,0.1999581177510959
8,0.99516666666666664,0.019528608746397717,0.97666666666666668,0.17030125160488918
9,0.99664583333333334,0.01107856518887985,0.97483333333333333,0.1830147985136637
