epoch,acc,loss,val_acc,val_loss
0,0.93460416666666668,0.24198627624583119,0.9664166666666667,0.11959389572932075
1,0.97081249999999997,0.09365311722007269,0.96466666666666667,0.12148933907551691
2,0.97741666666666671,0.07011902082364152,0.97016666666666662,0.11318605921612471
3,0.98341666666666672,0.053230059265818759,0.96991666666666665,0.11856478371108339
4,0.98522916666666671,0.04631681062447994,0.96525000000000005,0.13637521909946615
5,0.9871875,0.040906838662901769,0.97266666666666668,0.11928478905918261
6,0.98875000000000002,0.034985757663215433,0.97250000000000003,0.12518028558816757
7,0.98987499999999995,0.03201706086876125,0.97175,0.13628834571675952
8,0.99112500000000003,0.028614546472610677,0.96924999999999994,0.163971818265952
9,0.99210416666666668,0.027299283272209891,0.96899999999999997,0.16399419641078325
