epoch,acc,loss,val_acc,val_loss
0,0.93366666666666664,0.22544003381455938,0.9604166666666667,0.14368815908456842
1,0.9682708333333333,0.11237531981182595,0.96675,0.11512945662563046
2,0.97750000000000004,0.079554061637570464,0.9720833333333333,0.097044257021198677
3,0.98412500000000003,0.059553280790336428,0.97450000000000003,0.087312817211262883
4,0.98783333333333334,0.045517141623422505,0.97416666666666663,0.087262070710149908
5,0.99097916666666663,0.034940084299033815,0.97441666666666671,0.082212220822771395
6,0.99393750000000003,0.026790056151260313,0.97575000000000001,0.080013025754829867
7,0.99581249999999999,0.020605000264942646,0.97758333333333336,0.07649658820374558
8,0.99691666666666667,0.016247375501785427,0.97791666666666666,0.074864679498830813
9,0.99760416666666663,0.012723751916006828,0.97933333333333328,0.072306379032864548
