epoch,acc,loss,val_acc,val_loss
0,0.92956249999999996,0.25141188572944762,0.96016666666666661,0.13536810598429291
1,0.9690833333333333,0.10196761458122637,0.95458333333333334,0.16441729382782552
2,0.97695833333333337,0.075641000332271988,0.96433333333333338,0.12884873475283773
3,0.98077083333333337,0.063492773309738071,0.96433333333333338,0.12687561994703719
4,0.98383333333333334,0.055776415615497781,0.96708333333333329,0.1358957805110452
5,0.98454166666666665,0.050217551209744367,0.97041666666666671,0.12583470325719098
6,0.98662499999999997,0.046222549179664993,0.96983333333333333,0.12255794537913364
7,0.9887083333333333,0.038552830057647001,0.9710833333333333,0.12686466429679422
8,0.98891666666666667,0.037989199708511709,0.97183333333333333,0.13663182916574867
9,0.98975000000000002,0.035401758912203526,0.97224999999999995,0.15519680568906483
