epoch,acc,loss,val_acc,val_loss
0,0.090333333333333335,14.660875853856405,0.09141666666666666,14.644632570902507
1,0.090083333333333335,14.666123432795207,0.09141666666666666,14.644632570902507
2,0.090083333333333335,14.666123428980509,0.09141666666666666,14.644632570902507
3,0.090083333333333335,14.666123417536417,0.09141666666666666,14.644632570902507
4,0.090083333333333335,14.666123416900636,0.09141666666666666,14.644632570902507
5,0.090083333333333335,14.666123435974121,0.09141666666666666,14.644632570902507
6,0.090083333333333335,14.666123431523641,0.09141666666666666,14.644632570902507
7,0.090083333333333335,14.666123428344726,0.09141666666666666,14.644632570902507
8,0.090083333333333335,14.666123425165813,0.09141666666666666,14.644632570902507
9,0.090083333333333335,14.6661234181722,0.09141666666666666,14.644632570902507
