epoch,acc,loss,val_acc,val_loss
0,0.91337500000000005,0.31690910359534125,0.95974999999999999,0.15446131731383503
1,0.96460416666666671,0.12672637667142164,0.96683333333333332,0.13042909986161005
2,0.97237499999999999,0.10098944510520474,0.96799999999999997,0.12176742708535554
3,0.97706249999999994,0.079626648874565345,0.97083333333333333,0.12211002564792095
4,0.97960416666666672,0.073650984497081184,0.97399999999999998,0.098590079867669073
5,0.98099999999999998,0.065852907088897766,0.9690833333333333,0.13211881815162876
6,0.98429166666666668,0.057193223016846484,0.97175,0.12164496063205782
7,0.98539583333333336,0.054669461449334752,0.97450000000000003,0.11448619486580476
8,0.98575000000000002,0.050733461887523014,0.97241666666666671,0.11869495303884227
9,0.98731250000000004,0.0450573904112598,0.96975,0.13080692651002512
