epoch,acc,loss,val_acc,val_loss
0,0.36683333333333334,10.150299685001373,0.36833333333333335,10.171908210754394
1,0.37514583333333335,10.064299688339233,0.38658333333333333,9.8832756792704259
2,0.37097916666666669,10.134494613011679,0.38008333333333333,9.9905523338317863
3,0.39485416666666667,9.7468126738866179,0.441,9.0057835540771478
4,0.44660416666666669,8.9151635540326435,0.47625000000000001,8.4404510726928716
5,0.45450000000000002,8.7884563582738249,0.47625000000000001,8.4396646461486817
6,0.44506250000000003,8.9408805557886755,0.46124999999999999,8.6818577295939132
7,0.45704166666666668,8.7487242355346684,0.46108333333333335,8.6837666002909337
8,0.45450000000000002,8.7908853952089938,0.45824999999999999,8.7280069058736167
9,0.45864583333333331,8.7245935444831844,0.47683333333333333,8.4312735748291008
