epoch,acc,loss,val_acc,val_loss
0,0.94162500000000005,0.19447736089117826,0.9674166666666667,0.10950039225630462
1,0.97460416666666672,0.080304197922504192,0.96999999999999997,0.10383965349259476
2,0.98127083333333331,0.057959192316688134,0.9740833333333333,0.10107275234385937
3,0.98664583333333333,0.041004971247893991,0.97433333333333338,0.090022832669492348
4,0.98931250000000004,0.033791955096618038,0.97316666666666662,0.10877773392080174
5,0.99031250000000004,0.028580566793928786,0.97166666666666668,0.1164287146124816
6,0.99231250000000004,0.023262801458821439,0.97075,0.11061800794134373
7,0.99243749999999997,0.022719807864399932,0.9760833333333333,0.10344611270168995
8,0.99320833333333336,0.019941096872566958,0.97575000000000001,0.11671322813609307
9,0.99441666666666662,0.016216721868636947,0.97683333333333333,0.12242243070154472
