epoch,acc,loss,val_acc,val_loss
0,0.78441666666666665,0.77846611711382863,0.88624999999999998,0.43112978883584341
1,0.88960416666666664,0.40221877253552279,0.90683333333333338,0.34025038824478787
2,0.90537500000000004,0.33803848677376908,0.91574999999999995,0.30191237434744833
3,0.91437500000000005,0.30376056902110576,0.92200000000000004,0.27780789805948736
4,0.92079166666666667,0.28065905471146108,0.92658333333333331,0.26044260680675507
5,0.92608333333333337,0.26284861244012914,0.93025000000000002,0.24781814298530419
6,0.93012499999999998,0.24870398764808974,0.93391666666666662,0.2361821317076683
7,0.93439583333333331,0.23674487530440091,0.93633333333333335,0.22669620827833811
8,0.93725000000000003,0.2261615403716763,0.9398333333333333,0.21833054229120413
9,0.9399791666666667,0.21714579280217489,0.94141666666666668,0.21107061227659385
