epoch,acc,loss,val_acc,val_loss
0,0.93962500000000004,0.20045530369194844,0.96483333333333332,0.11691171030576031
1,0.97606250000000006,0.079503709710358333,0.97224999999999995,0.089238452616458144
2,0.98454166666666665,0.050641203369945285,0.97491666666666665,0.08282522177572052
3,0.9901875,0.03341127535755125,0.97591666666666665,0.078129874083368731
4,0.99354166666666666,0.023357621459756048,0.97775000000000001,0.078923385581894157
5,0.99462499999999998,0.01808109428520159,0.9780833333333333,0.076290742138458878
6,0.99575000000000002,0.013967369214136853,0.97775000000000001,0.079123682941736967
7,0.9966666666666667,0.011863420036538931,0.97850000000000004,0.078917994742126518
8,0.99743749999999998,0.0096000041315564884,0.97366666666666668,0.097963307124155102
9,0.99802083333333336,0.0079429309720023111,0.97999999999999998,0.079940893546770295
