epoch,acc,loss,val_acc,val_loss
0,0.92029166666666662,0.28059260877470177,0.95716666666666672,0.15001030505324403
1,0.9652708333333333,0.12002016362423698,0.96066666666666667,0.1368104805800443
2,0.97418749999999998,0.09240728452512606,0.97091666666666665,0.10637262568203733
3,0.97745833333333332,0.077074222150253863,0.96466666666666667,0.12315570187727766
4,0.98214583333333338,0.064884387770153498,0.9694166666666667,0.11989284059106528
5,0.98308333333333331,0.059792117900103525,0.97124999999999995,0.12126222364357575
6,0.98397916666666663,0.056015467296393277,0.96999999999999997,0.12031459923114501
7,0.98689583333333331,0.044586322085120776,0.96783333333333332,0.15128537676601991
8,0.98654166666666665,0.048172602318939731,0.97250000000000003,0.14600348545434735
9,0.98868750000000005,0.041335721198988915,0.97666666666666668,0.11169504403893279
